Category,Subcategory,Subcategory2,Command,Notes
Events,Militia Sector Events,,EVENT MILITIA_TEXTWALL,[!]
Events,Militia Sector Events,,EVENT MILITIA_CHOICE,[!]
Events,Militia Sector Events,,EVENT MILITIA_DEPOT,
Events,Militia Sector Events,,EVENT MILITIA_TRAINEES,[!]
Events,Militia Sector Events,,EVENT MILITIA_RECRUITMENT,[!]
Events,Militia Sector Events,,EVENT MILITIA_COCKY_ZOLTAN,[!]
Events,Militia Sector Events,,EVENT DISTRESS_MILITIA_KERNELS,[!]
Events,Militia Sector Events,,EVENT DISTRESS_MILITIA_OUTPOST,[!]
Events,Militia Sector Events,,EVENT MILITIA_AUTOSEARCH,[!]
Events,Militia Sector Events,,EVENT MILITIA_AUTOSEARCH_QUEST,
Events,Militia Sector Events,,EVENT MILITIA_AUTOSEARCH_QUEST_2,
Events,Militia Sector Events,,EVENT ENCOUNTER_MILITIA_MISTAKE,
Events,Militia Sector Events,,EVENT ENCOUNTER_MILITIA_STATION_MISTAKE,[!]
Events,Militia Sector Events,,EVENT ENCOUNTER_MILITIA_ESCORT,[!]
Events,Militia Sector Events,,EVENT ENCOUNTER_PIRATE_MILITIA,
Events,Militia Sector Events,,EVENT ENCOUNTER_PIRATE_MILITIA_ONLY,
Events,Militia Sector Events,,EVENT ENCOUNTER_REBEL_MILITIA,
Events,Militia Sector Events,,EVENT ENCOUNTER_MILITIA_ELITE,[!]
Events,Militia Sector Events,,EVENT MILITIA_DETECTIVE,[!]
Events,Militia Sector Events,,EVENT DETECTIVE_HANGARATTACK,[!]
Events,Ministry Sector Events,,EVENT FINISH_BEACON_ZOLTAN,
Events,Ministry Sector Events,,EVENT ZOLTAN_FASCISM,
Events,Ministry Sector Events,,EVENT ZOLTAN_FREE_AUGMENT_MV,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_FREE_MAP_MV,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_TRADE_HUB_MV,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_FIGHTER_MONK,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_ODD_MOON_MV,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_CREW_SCAN_MV,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_SCIENCE_DOCK_MV,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_LIFERAFT_MV,[!]
Events,Ministry Sector Events,,EVENT ZOLtan_TOURIST,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_TICKET,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_FREEMANTIS_FRIENDLY,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_REVOLT,[!]
Events,Ministry Sector Events,,EVENT DISTRESS_ZOLTAN_MANTIS_MV,[!]
Events,Ministry Sector Events,,EVENT DISTRESS_ZOLTAN_HUSK_MV,[!]
Events,Ministry Sector Events,,EVENT DISTRESS_REFUGEE_ZOLTAN_MV,[!]
Events,Ministry Sector Events,,EVENT DISTRESS_ZOLTAN_ARREST,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_LAWBOOK,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_QUEST_LAWBOOK_PIRATE,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_QUEST_LAWBOOK_DUSKBRINGER,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_QUEST_LAWBOOK_ENGI,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_QUEST_LAWBOOK_RETURN,[!]
Events,Ministry Sector Events,,EVENT ZOLTAN_LANIUS_CORE,[!]
Events,Ministry Sector Events,,EVENT QUEST_ZOLTAN_LANIUS_CORE_REGULAR,
Events,Ministry Sector Events,,EVENT QUEST_ZOLTAN_LANIUS_CORE_STATION,
Events,Ministry Sector Events,,EVENT QUEST_ZOLTAN_LANIUS_CORE_DUSKBRINGER,
Events,Ministry Sector Events,,EVENT QUEST_ZOLTAN_LANIUS_CORE_MONK,
Events,Ministry Sector Events,,EVENT QUEST_ZOLTAN_LANIUS_CORE_AUTO,
Events,Ministry Sector Events,,EVENT QUEST_ZOLTAN_LANIUS_CORE_FINISH,
Events,Ministry Sector Events,,EVENT ENCOUNTER_ZOLTAN_REGULAR,
Events,Ministry Sector Events,,EVENT ENCOUNTER_ZOLTAN_ASTEROID,
Events,Ministry Sector Events,,EVENT ENCOUNTER_ZOLTAN_PULSAR,[!]
Events,Ministry Sector Events,,EVENT ENCOUNTER_ZOLTAN_AUTO_REGULAR,
Events,Ministry Sector Events,,EVENT ENCOUNTER_ZOLTAN_AUTO_SUN,[!]
Events,Ministry Sector Events,,EVENT ENCOUNTER_PIRATE_ZOLTAN,
Events,Ministry Sector Events,,EVENT ENCOUNTER_MANTIS_ZOLTAN,[!]
Events,Ministry Sector Events,,EVENT ENCOUNTER_ENGI_ZOLTAN,[!] ---unused
Events,Ministry Sector Events,,EVENT ZOLTAN_MALFUNCTION_INTERROGATE,[!]
Events,Ministry Sector Events,,EVENT NEBULA_ZOLTAN_BATTLEFIELD,[!]
Events,Ministry Sector Events,,EVENT SECRET_WORD_ABADOTH_MV,
Events,Ministry Sector Events,,EVENT NEBULA_ZOLTAN_STUDY,[!]
Events,Ministry Sector Events,,EVENT NEBULA_ZOLTAN_ROCK,[!]
Events,Ministry Sector Events,,EVENT NEBULA_STORM_ZOLTAN_SUPPLY,[!]
Events,Ministry Sector Events,,EVENT ENCOUNTER_ZOLTAN_ELITE,[!]
Events,Ministry Sector Events,,EVENT CAPITAL_OSMIA_RAID,[!]
Events,Ministry Sector Events,,EVENT OSMIA_UNLOCK_QUEST,
Events,Ministry Sector Events,,EVENT OSMIA_LAB,
Events,Nexus/Hoedown Events,,EVENT NEXUS_PORTAL,
Events,Nexus/Hoedown Events,,EVENT SYLVAN_NEXUS,
Events,Nexus/Hoedown Events,,EVENT START_NEXUS,
Events,Nexus/Hoedown Events,,EVENT SYLVAN_PRIME,
Events,Nexus/Hoedown Events,,EVENT HER,
Events,Nexus/Hoedown Events,,EVENT SYLVAN_NARRATOR,[!]
Events,Nexus/Hoedown Events,,EVENT DYLAN,[!]
Events,Nexus/Hoedown Events,,EVENT NEXUS_LOSERS,[!]
Events,Nexus/Hoedown Events,,EVENT NEXUS_HAT,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_CASHGRAB,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_ERROR,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_EVERYTHING,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_1D,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_REBEL,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_BEANS,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_JOKE,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_FREEMANTIS,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_HARDSCIFI,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_SANS,[!]
Events,Nexus/Hoedown Events,,EVENT SYLVAN_PLANETEATER,[!] ---unused
Events,Nexus/Hoedown Events,,EVENT FLEET_CEL,
Events,Nexus/Hoedown Events,,EVENT HOEDOWN_WARP,
Events,Nexus/Hoedown Events,,EVENT CASHMIRE_PANTS,
Events,Nexus/Hoedown Events,,EVENT DYLAN_WEIRD,
Events,Nexus/Hoedown Events,,EVENT HOEDOWN_EXIT,
Events,Obelisk Sector Events,,EVENT START_BEACON_ANCIENT,
Events,Obelisk Sector Events,,EVENT ANCIENT_DUPLICATOR,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_USELESS_WEAPON,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_LOST_DUDE,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_DESIRE,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_CHOICE,
Events,Obelisk Sector Events,,EVENT ANCIENT_ENGI_HIDE,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_CRYSTAL_CHASE,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_LOOTERS,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_WORTHY,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_SCULPTER,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_REBEL_DRONE,[!]
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ANCIENT,
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ANCIENT_SURRENDER,[!]
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ANCIENT_AUTO,
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ANCIENT_PULSAR,[!]
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ANCIENT_SUN,[!]
Events,Obelisk Sector Events,,EVENT ANCIENT_CACHE,
Events,Obelisk Sector Events,,EVENT START_BEACON_ROYAL,
Events,Obelisk Sector Events,,EVENT ROYAL_ROOMBA,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_ZOO,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_AUGMENTED_JOY,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_PANDORA_FACTORY,[!]
Events,ObE,ROYAL_FREEMANTIS,[!],
Events,Obelisk Sector Events,,EVENT ROYAL_INSULTS,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_DATA,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_SOLARHARVEST,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_CRYSTALS,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_SPY,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_MFK_OUTPOST,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_TRANSPORT_RAID,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_UPRISING,[!]
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ROYAL,
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ROYAL_MFK,
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ROYAL_PIRATE,[!]
Events,Obelisk Sector Events,,EVENT ENCOUNTER_ROYAL_AUGMENTED,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_SUPERFISH,[!]
Events,Obelisk Sector Events,,EVENT ROYAL_PALACE,
Events,Outcast Sector Events,,EVENT FINISH_BEACON_OUTCAST,
Events,Outcast Sector Events,,EVENT OUTCAST_STORIES,[!]
Events,Outcast Sector Events,,EVENT OUTCAST_RECRUITMENT,[!]
Events,Outcast Sector Events,,EVENT OUTCAST_SHIELD,[!]
Events,Outcast Sector Events,,EVENT OUTCAST_PROPAGANDA,[!]
Events,Outcast Sector Events,,EVENT OUTCAST_VICTIM,[!]
Events,Outcast Sector Events,,EVENT OUTCAST_TEAMWORK,[!]
Events,Outcast Sector Events,,EVENT OUTCAST_ANNOYING,[!]
Events,Outcast Sector Events,,EVENT OUTCAST_CHUNGUS,[!]
Events,Outcast Sector Events,,EVENT OUTCAST_MAKESHIFT,[!]
Events,Outcast Sector Events,,EVENT DISTRESS_OUTCAST_TENSIONS,[!]
Events,Outcast Sector Events,,EVENT DISTRESS_OUTCAST_LOSTCARGO,[!]
Events,Outpost Sector Events,,EVENT OUTCAST_LOSTCARGO_QUEST,
Events,Outcast Sector Events,,EVENT QUEST_SSLG_MISTAKE,
Events,Outcast Sector Events,,EVENT QUEST_SSLG_DESTINATION,
Events,Outcast Sector Events,,EVENT ENCOUNTER_OUTCAST_REGULAR,
Events,Outcast Sector Events,,EVENT ENCOUNTER_OUTCAST_SUN,[!]
Events,Outcast Sector Events,,EVENT ENCOUNTER_SSLG,
Events,Outcast Sector Events,,EVENT OUTCAST_ASTEROID_SLAVER,[!]
Events,Outcast Sector Events,,EVENT RUWEN_ENCOUNTER,[!]
Events,Outcast Sector Events,,EVENT RUWEN_DESTINATION,
Events,Outcast Sector Events,,EVENT TURBAN,
Events,Pirate Sector Events,,EVENT FINISH_BEACON_PIRATE,
Events,Pirate Sector Events,,EVENT SMUGGLER_PLAYER_WEPS,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_CRYSTAL_KNICKNACKS,[!] ---unused
Events,Pirate Sector Events,,EVENT BLACKMARKET_DESPERATE_SLUG,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_SHEEPISH_FED,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_VENGEFUL_ENGI,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_SICK_MARKET,[!]
Events,Pirate Sector Events,,EVENT SMUGGLER_WONDERDRONE,[!]
Events,Pirate Sector Events,,EVENT REFUGEE_PIRATE_MV,
Events,Pirate Sector Events,,EVENT PIRATE_CIVILIAN_MV,[!]
Events,Pirate Sector Events,,EVENT PIRATE_BRIBER_MV,[!]
Events,Pirate Sector Events,,EVENT PIRATE_NAME,[!]
Events,Pirate Sector Events,,EVENT SLAVER_DEAD_SLAVES,[!]
Events,Pirate Sector Events,,EVENT SLAVER_BETRAYAL,[!]
Events,Pirate Sector Events,,EVENT SLAVER_LANIUS_SLAVE,[!]
Events,Pirate Sector Events,,EVENT SLAVER_DRIFTER,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_SUSPICIOUS_SMUGGLER,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_ENGI_ILLEGAL,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_MANTIS_ROCK_OFFEND,[!]
Events,Pirate Sector Events,,EVENT DISTRESS_PIRATE_VAMPWEED,[!]
Events,Pirate Sector Events,,EVENT DISTRESS_PIRATE_ARGEONN_TIIIKAKA,[!]
Events,Pirate Sector Events,,EVENT QUEST_SLAVE_SHIP_DERELICT,[!]
Events,Pirate Sector Events,,EVENT VIGILANTE_CULTIVATOR_QUEST,
Events,Pirate Sector Events,,EVENT QUEST_SMUGGLER_RAID_START,[!]
Events,Pirate Sector Events,,EVENT QUEST_SMUGGLER_RAID,
Events,Pirate Sector Events,,EVENT QUEST_SMUGGLER_RAID_FINISH,
Events,Pirate Sector Events,,EVENT FLOATING_CARGO_MV,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_SMUGGLER,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_REBEL,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_FED_ANGERY,[!]
Events,Pirate Sector Events,,EVENT BLACKMARKET_FED_AUTO,[!]
Events,Pirate Sector Events,,EVENT ZOLTAN_LECTURE_MARKET,[!]
Events,Pirate Sector Events,,EVENT SMUGGLER_ASTEROID,[!]
Events,Pirate Sector Events,,EVENT BRIGADE_PULSAR,[!]
Events,Pirate Sector Events,,EVENT SMUGGLER_UNLOCK_1,
Events,Pirate Sector Events,,EVENT SMUGGLER_UNLOCK_2,[!]
Events,Pirate Sector Events,,EVENT QUEST_TUCO_START,[!]
Events,Pirate Sector Events,,EVENT QUEST_TUCO_CASINO,
Events,Realm of Madness/Rhymer Events,,EVENT RHYME_ENCOUNTER_1,
Events,Realm of Madness/Rhymer Events,,EVENT RHYME_ENCOUNTER_2,
Events,Realm of Madness/Rhymer Events,,EVENT RHYME_ENCOUNTER_3,
Events,Realm of Madness/Rhymer Events,,EVENT RHYME_ENCOUNTER_4,
Events,Realm of Madness/Rhymer Events,,EVENT RHYME_ENCOUNTER_REDEMPTION,
Events,Realm of Madness/Rhymer Events,,EVENT RHYME_ENCOUNTER_CHAOS,
Events,Realm of Madness/Rhymer Events,,EVENT THE_ONE_WHO_RHYMES,
Events,Realm of Madness/Rhymer Events,,EVENT THE_ONE_WHO_RHYMES_CHAOS,
Events,Realm of Madness/Rhymer Events,,EVENT REALM_MADNESS_START,
Events,Realm of Madness/Rhymer Events,,EVENT VISION_ENCOUNTER,
Events,Realm of Madness/Rhymer Events,,EVENT HER_FIGHT,
Events,Rebel Sector Events,,EVENT FINISH_BEACON_REBEL,
Events,Rebel Sector Events,,EVENT REBEL_TURNCOAT,[!]
Events,Rebel Sector Events,,EVENT REBEL_COWARD,[!]
Systems,,,SYS shields,
Systems,,,SYS engines,
Systems,,,SYS medbay,
Systems,,,SYS clonebay,
Systems,,,SYS oxygen,
Systems,,,SYS teleporter,
Systems,,,SYS cloaking,
Systems,,,SYS mind,Mind Control
Systems,,,SYS hacking,
Systems,,,SYS weapons,
Systems,,,SYS drones,Drone Control
Systems,,,SYS artillery,
Systems,,,SYS temporal,
Systems,,,SYS pilot,
Systems,,,SYS sensors,
Systems,,,SYS doors,
Systems,,,SYS battery,
Weapons,Laser,,WEAPON LASER_BURST_1,Basic Laser
Weapons,Laser,,WEAPON LASER_BURST_2,"Burst Laser 1 (current, used to be dual lasers)"
Weapons,Laser,,WEAPON LASER_BURST_2_ENEMY,"ENEMY Burst Laser 1 (+1 power, +1s)"
Weapons,Laser,,WEAPON LASER_BURST_2_A,"Burst Laser 1 (2 power, does not spawn anymore)"
Weapons,Laser,,WEAPON LASER_BURST_3,Burst Laser 2
Weapons,Laser,,WEAPON LASER_BURST_5,Burst Laser 3
Weapons,Laser,,WEAPON LASER_BURST_8,Burst Laser 4
Weapons,Laser,,WEAPON LASER_HEAVY_1,Heavy Laser 1
Weapons,Laser,,WEAPON LASER_HEAVY_2,Heavy Laser 2
Weapons,Laser,,WEAPON LASER_HEAVY_3,Heavy Laser 3
Weapons,Laser,,WEAPON LASER_HEAVY_CHAINGUN,Chain Heavy Laser
Weapons,Laser,,WEAPON LASER_HEAVY_PIERCE,Heavy Pierce Laser
Weapons,Laser,,WEAPON LASER_HULL_1,Hull Laser 1
Weapons,Laser,,WEAPON LASER_HULL_1_ENEMY,ENEMY Hull Laser 1 (+1 power)
Weapons,Laser,,WEAPON LASER_HULL_2,Hull Laser 2
Weapons,Laser,,WEAPON LASER_HULL_3,Hull Laser 3
Weapons,Laser,,WEAPON LASER_HULL_3_PLAYER,Hull Laser 3+
Weapons,Laser,,WEAPON LASER_HULL_CHAINGUN,Chain Hull Laser
Weapons,Laser,,WEAPON LASER_LIGHT,Light Laser 1
Weapons,Laser,,WEAPON LASER_LIGHT_2,Light Laser 2
Weapons,Laser,,WEAPON LASER_PIERCE,Pierce Laser 1
Weapons,Laser,,WEAPON LASER_PIERCE_ENEMY,"ENEMY Pierce Laser 1 (+1 power, +2s, no extra accuracy)"
Weapons,Laser,,WEAPON LASER_PIERCE_2,Pierce Laser 2
Weapons,Laser,,WEAPON LASER_PIERCE_2_ENEMY,"ENEMY Pierce Laser 2 (+1 power, no extra accuracy)"
Weapons,Laser,,WEAPON LASER_CHARGEGUN,Charge Laser
Weapons,Laser,,WEAPON LASER_CHARGEGUN_ENEMY,ENEMY Charge Laser (+1 power)
Weapons,Laser,,WEAPON LASER_CHARGEGUN_2,Charge Laser 2
Weapons,Laser,,WEAPON LASER_CHARGEGUN_3,Charge Laser 3
Weapons,Laser,,WEAPON LASER_CHARGE_CHAIN,Laser Chainger
Weapons,Laser,,WEAPON LASER_CHAINGUN,Chain Laser
Weapons,Laser,,WEAPON LASER_CHAINGUN_ENEMY,ENEMY Chain Laser (+1 power)
Weapons,Laser,,WEAPON LASER_CHAINGUN_2,Vulcan
Weapons,Laser,,WEAPON LASER_CHAINGUN_DAMAGE,Adaptive Laser
Weapons,Laser,,WEAPON LASER_FIRE,Fire-Starter
Weapons,Laser,,WEAPON LASER_FIRE_PLAYER,Fire-Starter+
Weapons,Laser,,WEAPON LASER_STUN,Neural Laser
Weapons,Laser,,WEAPON LASER_STUN_ENEMY,ENEMY Neural Laser (+1 power)
Weapons,Laser,,WEAPON LASER_FROST_1,Frost Laser 1
Weapons,Laser,,WEAPON LASER_FROST_2,Frost Laser 2
Weapons,Laser,,WEAPON LASER_FROST_2_PLAYER,Frost Laser 2+
Weapons,Laser,,WEAPON LASER_BIO,Anti-Bio Laser
Weapons,Particle,,WEAPON LASER_PARTICLE,Particle Laser 1
Weapons,Particle,,WEAPON LASER_PARTICLE_2,Particle Laser 2
Weapons,Particle,,WEAPON BEAM_PARTICLE,Particle Beam
Weapons,Particle,,WEAPON MISSILES_PARTICLE,Particle Missiles
Weapons,Particle,,WEAPON MISSILES_PARTICLE_PLAYER,Particle Missiles+
Weapons,Particle,,WEAPON MISSILES_ENERGY,Energy Missiles
Weapons,Ion,,WEAPON ION_1,Simple Ion
Weapons,Ion,,WEAPON ION_2,Ion 1
Weapons,Ion,,WEAPON ION_3,Ion 2
Weapons,Ion,,WEAPON ION_4,Ion 3
Weapons,Ion,,WEAPON ION_HEAVY,Heavy Ion
Weapons,Ion,,WEAPON ION_TRI,Tri-Ion
Weapons,Ion,,WEAPON ION_INSTANT,Pre-Emptive Ion
Weapons,Ion,,WEAPON ION_CHARGEGUN,Ion Charger 1
Weapons,Ion,,WEAPON ION_CHARGEGUN_2,Ion Charger 2
Weapons,Ion,,WEAPON ION_CHAINGUN,Chain Ion
Weapons,Ion,,WEAPON ION_PIERCE_DISCO,"Disco Phaser 1 (Pleasure B, has colored firing animation)"
Weapons,Ion,,WEAPON ION_PIERCE_1,Phaser 1
Weapons,Ion,,WEAPON ION_PIERCE_2,Phaser 2
Weapons,Ion,,WEAPON ION_FIRE,Fire Ion
Weapons,Ion,,WEAPON ION_FIRE_PLAYER,Fire Ion+
Weapons,Ion,,WEAPON ION_BIO,Anti-Bio Ion
Weapons,Ion,,WEAPON ION_STUN,Stunner 1
Weapons,Ion,,WEAPON ION_STUN_2,Stunner 2
Weapons,Ion,,WEAPON ION_STUN_HEAVY,Heavy Stunner
Weapons,Ion,,WEAPON ION_STUN_CHARGEGUN,Charge Stunner
Weapons,Ion,,WEAPON ION_STUN_CHARGEGUN_PLAYER,Charge Stunner +
Weapons,Missile,,WEAPON MISSILES_HULL,VANILLA Hull Missile
Weapons,Missile,,WEAPON MISSILES_BREACH,VANILLA Breach Missile
Weapons,Missile,,WEAPON MISSILES_1,Leto Missiles
Weapons,Missile,,WEAPON MISSILES_2,Artemis Heavy Missiles
Weapons,Missile,,WEAPON MISSILES_2_ENEMY,"ENEMY Artemis (+1 power, +3s, no extra accuracy)"
Weapons,Missile,,WEAPON MISSILES_3,Hermes Heavy Missiles
Weapons,Missile,,WEAPON MISSILES_3_ENEMY,"ENEMY Hermes (+1 power, +2s, no extra accuracy)"
Weapons,Missile,,WEAPON MISSILES_4,Ares Heavy Missiles
Weapons,Missile,,WEAPON MISSILES_4_ENEMY,"ENEMY Ares (+1 power, +1s, no extra accuracy)"
Weapons,Missile,,WEAPON MISSILES_BURST,Pegasus Missiles
Weapons,Missile,,WEAPON MISSILES_BURST_ENEMY,"ENEMY Pegasus (+1 power, no extra accuracy)"
Weapons,Missile,,WEAPON MISSILES_BURST_2,Hydra Missiles
Weapons,Missile,,WEAPON MISSILES_BURST_2_PLAYER,Hydra Missiles+
Weapons,Missile,,WEAPON MISSILES_BURST_2_ENEMY,"ENEMY Hydra (+1 power, no extra accuracy)"
Weapons,Missile,,WEAPON MISSILES_CLOAK,Nyx Missiles
Weapons,Missile,,WEAPON MISSILES_FIRE,Hades Heavy Missiles
Weapons,Missile,,WEAPON MISSILES_FIRE_PLAYER,Hades Heavy Missiles+
Weapons,Missile,,WEAPON MISSILES_FIRE_ENEMY,"ENEMY Hades (+1 power, no extra accuracy)"
Weapons,Missile,,WEAPON MISSILES_FREE,Momus Missiles
Weapons,Missile,,WEAPON MISSILES_BIO,Asclepius Missile
Weapons,Missile,,WEAPON MISSILES_STUN,Eris Missiles
Weapons,Missile,,WEAPON MISSILES_STUN_ENEMY,ENEMY Eris (no extra accuracy)
Weapons,Missile,,WEAPON MISSILE_CHARGEGUN,Swarm Missiles
Weapons,Missile,,WEAPON MISSILE_CHARGEGUN_2,Swarm Missiles 2
Weapons,Beam,,WEAPON BEAM_1,Spetum Beam
Weapons,Beam,,WEAPON BEAM_2,Halberd Beam
Weapons,Beam,,WEAPON BEAM_2_PLAYER,Halberd Beam+
Weapons,Beam,,WEAPON BEAM_3,Glaive Beam
Weapons,Beam,,WEAPON BEAM_4,Voulge Beam
Weapons,Beam,,WEAPON BEAM_LONG,Pike Beam
Weapons,Beam,,WEAPON BEAM_LONG_PLAYER,Pike Beam+
Weapons,Beam,,WEAPON BEAM_LONG_2,Sarissa Beam
Weapons,Beam,,WEAPON BEAM_LONG_2_PLAYER,Sarissa Beam+
Weapons,Beam,,WEAPON BEAM_SCYTHE,Scythe Beam
Weapons,Beam,,WEAPON BEAM_CHAIN,Corseque Beam
Weapons,Beam,,WEAPON BEAM_PIERCE,Guisarme Beam
Weapons,Beam,,WEAPON BEAM_FIRE,Torch Beam
Weapons,Beam,,WEAPON BEAM_FIRE_PIERCE,Flamberge Beam
Weapons,Beam,,WEAPON BEAM_FIRE_INSTANT,Pre-Torch
Weapons,Beam,,WEAPON BEAM_BREACH,Ranseur Beam
Weapons,Beam,,WEAPON BEAM_HULL,Lucerne Beam
Weapons,Beam,,WEAPON BEAM_HULL_2,Goedendag Beam
Weapons,Beam,,WEAPON BEAM_MINING,Mining Beam
Weapons,Beam,,WEAPON BEAM_REPAIR,Pro-Hull Beam
Weapons,Beam,,WEAPON BEAM_GUILLOTINE,Fauchard Beam
Weapons,Beam,,WEAPON BEAM_GUILLOTINE_PLAYER,Fauchard Beam+
Weapons,Beam,,WEAPON BEAM_ADAPT,Suyari Beam
Weapons,Beam,,WEAPON BEAM_ADAPT_2,Kamayari Beam
Weapons,Beam,,WEAPON BEAM_BIO,Faucon Beam
Weapons,Beam,,WEAPON BEAM_BIO_CHAIN,Corbin Beam
Weapons,Beam,,WEAPON BEAM_STUN,Partisan Beam
Weapons,Pinpoint,,WEAPON FOCUS_1,Dirk Pinpoint
Weapons,Pinpoint,,WEAPON FOCUS_2,Misericorde Pinpoint
Weapons,Pinpoint,,WEAPON FOCUS_3,Stiletto Pinpoint
Weapons,Pinpoint,,WEAPON FOCUS_CHAIN,Cinquedea Pinpoint
Weapons,Pinpoint,,WEAPON FOCUS_CHAIN_ENEMY,ENEMY Cinquedea Pinpoint (+1 power)
Weapons,Pinpoint,,WEAPON FOCUS_BIO,Anelace Pinpoint
Weapons,Flak,,WEAPON SHOTGUN_1,Flak 1
Weapons,Flak,,WEAPON SHOTGUN_1_ENEMY,ENEMY Flak 1 (+1 power)
Weapons,Flak,,WEAPON SHOTGUN_PLAYER,Adv. Flak (vanilla)
Weapons,Flak,,WEAPON SHOTGUN_2,Flak 2
Weapons,Flak,,WEAPON SHOTGUN_2_PLAYER,Flak 2+
Weapons,Flak,,WEAPON SHOTGUN_3,Flak 3
Weapons,Flak,,WEAPON SHOTGUN_4,Flak 4
Weapons,Flak,,WEAPON SHOTGUN_CHARGE,Flak Charger
Weapons,Flak,,WEAPON SHOTGUN_CHAIN,Chain Flak
Weapons,Flak,,WEAPON SHOTGUN_INSTANT,Pre-Emptive Flak
Weapons,Flak,,WEAPON SHOTGUN_FIRE,Fire Flak
Weapons,Flak,,WEAPON SHOTGUN_ION,Ion Flak
Weapons,Flak,,WEAPON SHOTGUN_TOXIC,Toxic Flak
Weapons,Flak,,WEAPON SHOTGUN_TOXIC_PLAYER,Toxic Flak+
Weapons,Bomb launchers,,WEAPON BOMB_BREACH_2,VANILLA Breach Bomb 2
Weapons,Bomb launchers,,WEAPON BOMB_1,Bomb
Weapons,Bomb launchers,,WEAPON BOMB_1_ENEMY,ENEMY Bomb (No accuracy bonus)
Weapons,Bomb launchers,,WEAPON BOMB_BREACH_1,Breach Bomb
Weapons,Bomb launchers,,WEAPON BOMB_BREACH_1_ENEMY,ENEMY Breach Bomb (No accuracy bonus)
Weapons,Bomb launchers,,WEAPON BOMB_FIRE,Fire Bomb
Weapons,Bomb launchers,,WEAPON BOMB_FIRE_ENEMY,"ENEMY Fire Bomb (+2 seconds charge time, no accuracy bonus)"
